
0.0.0.0 ! --------------------------------------------------------------------------------------
0.0.0.0	1407569207.hnliyin.com
0.0.0.0	1407569235.hnliyin.com
0.0.0.0	1407569275.hnliyin.com
0.0.0.0	1407569297.hnliyin.com
0.0.0.0	1407569550.hnliyin.com
0.0.0.0	1407569795.hnliyin.com
0.0.0.0	1407569848.hnliyin.com
0.0.0.0	1407569950.hnliyin.com
0.0.0.0	1407569986.hnliyin.com
0.0.0.0	1407570050.hnliyin.com
0.0.0.0	1407570259.hnliyin.com
0.0.0.0	1407570487.hnliyin.com
0.0.0.0	1407570581.hnliyin.com
0.0.0.0	1407570606.hnliyin.com
0.0.0.0	1407570694.hnliyin.com
0.0.0.0	1407570899.hnliyin.com
0.0.0.0	1407570975.hnliyin.com
0.0.0.0	1407571218.hnliyin.com
0.0.0.0	1407571397.hnliyin.com
0.0.0.0	1407571427.hnliyin.com
0.0.0.0	1407571581.hnliyin.com
0.0.0.0	1407571601.hnliyin.com
0.0.0.0	1407571635.hnliyin.com
0.0.0.0	1407571830.hnliyin.com
0.0.0.0	1407572040.hnliyin.com
0.0.0.0	1407572200.hnliyin.com
0.0.0.0	1407572258.hnliyin.com
0.0.0.0	1407572273.hnliyin.com
0.0.0.0	1407572470.hnliyin.com
0.0.0.0	1407572559.hnliyin.com
0.0.0.0	1407572826.hnliyin.com
0.0.0.0	1407572839.hnliyin.com
0.0.0.0	1407573400.hnliyin.com
0.0.0.0	1407573539.hnliyin.com
0.0.0.0	1407573623.hnliyin.com
0.0.0.0	1407574131.hnliyin.com
0.0.0.0	1407574232.hnliyin.com
0.0.0.0	1407574406.hnliyin.com
0.0.0.0	1407574539.hnliyin.com
0.0.0.0	1407574744.hnliyin.com
0.0.0.0	1407574775.hnliyin.com
0.0.0.0	1407574791.hnliyin.com
0.0.0.0	1407574985.hnliyin.com
0.0.0.0	1407575011.hnliyin.com
0.0.0.0	1407575236.hnliyin.com
0.0.0.0	1407575946.hnliyin.com
0.0.0.0	1407576022.hnliyin.com
0.0.0.0	1407576331.hnliyin.com
0.0.0.0	1407576501.hnliyin.com
0.0.0.0	1407576513.hnliyin.com
0.0.0.0	1407577942.hnliyin.com
0.0.0.0	1407578446.hnliyin.com
0.0.0.0	1407587975.hnliyin.com
0.0.0.0	1407587981.hnliyin.com
0.0.0.0	1407594076.hnliyin.com
0.0.0.0	1407594304.hnliyin.com
0.0.0.0	1407594427.hnliyin.com
0.0.0.0	1408037902.fzkjxy.com
0.0.0.0	1408040479.fzkjxy.com
0.0.0.0	1408040817.fzkjxy.com
0.0.0.0	1408041171.fzkjxy.com
0.0.0.0	1408043786.fzkjxy.com
0.0.0.0	1408045240.fzkjxy.com
0.0.0.0	1408055159.fzkjxy.com
0.0.0.0	1408055188.fzkjxy.com
0.0.0.0	1408055945.fzkjxy.com
0.0.0.0	1408057739.fzkjxy.com
0.0.0.0	1408057772.fzkjxy.com
0.0.0.0	1408058943.fzkjxy.com
0.0.0.0	1408058974.fzkjxy.com
0.0.0.0	1408062293.fzkjxy.com
0.0.0.0	1408067148.fzkjxy.com
0.0.0.0	1408070902.fzkjxy.com
0.0.0.0	1408074961.fzkjxy.com
0.0.0.0	1408076806.fzkjxy.com
0.0.0.0	1408077175.fzkjxy.com
0.0.0.0	1408081926.fzkjxy.com
0.0.0.0	1408082375.fzkjxy.com
0.0.0.0	1408082979.fzkjxy.com
0.0.0.0	1408083064.fzkjxy.com
0.0.0.0	1408083825.fzkjxy.com
0.0.0.0	1408084075.fzkjxy.com
0.0.0.0	1408084106.fzkjxy.com
0.0.0.0	1408084887.fzkjxy.com
0.0.0.0	1408084892.fzkjxy.com
0.0.0.0	1408084908.fzkjxy.com
0.0.0.0	1408085075.fzkjxy.com
0.0.0.0	1408085226.fzkjxy.com
0.0.0.0	1408085420.fzkjxy.com
0.0.0.0	1408085507.fzkjxy.com
0.0.0.0	1408085550.fzkjxy.com
0.0.0.0	1408085590.fzkjxy.com
0.0.0.0	1408085623.fzkjxy.com
0.0.0.0	1408085706.fzkjxy.com
0.0.0.0	1408086168.fzkjxy.com
0.0.0.0	1408086177.fzkjxy.com
0.0.0.0	1408086289.fzkjxy.com
0.0.0.0	1408086330.fzkjxy.com
0.0.0.0	1408086348.fzkjxy.com
0.0.0.0	1408086361.fzkjxy.com
0.0.0.0	1408086384.fzkjxy.com
0.0.0.0	1408086449.fzkjxy.com
0.0.0.0	1408086521.fzkjxy.com
0.0.0.0	1408086644.fzkjxy.com
0.0.0.0	1408086781.fzkjxy.com
0.0.0.0	1408086849.fzkjxy.com
0.0.0.0	1408088566.fzkjxy.com
0.0.0.0	1408089191.fzkjxy.com
0.0.0.0	1408089387.fzkjxy.com
0.0.0.0	1408089635.fzkjxy.com
0.0.0.0	1408089697.fzkjxy.com
0.0.0.0	1408089880.fzkjxy.com
0.0.0.0	1408090005.fzkjxy.com
0.0.0.0	1408090033.fzkjxy.com
0.0.0.0	1408090108.fzkjxy.com
0.0.0.0	1408090191.fzkjxy.com
0.0.0.0	1408090438.fzkjxy.com
0.0.0.0	1408090690.fzkjxy.com
0.0.0.0	1408090903.fzkjxy.com
0.0.0.0	1408090921.fzkjxy.com
0.0.0.0	1408091074.fzkjxy.com
0.0.0.0	1408091113.fzkjxy.com
0.0.0.0	1408091141.fzkjxy.com
0.0.0.0	1408091352.fzkjxy.com
0.0.0.0	1408091405.fzkjxy.com
0.0.0.0	1408091477.fzkjxy.com
0.0.0.0	1408091659.fzkjxy.com
0.0.0.0	1408091957.fzkjxy.com
0.0.0.0	1408091978.fzkjxy.com
0.0.0.0	1408092062.fzkjxy.com
0.0.0.0	1408092564.fzkjxy.com
0.0.0.0	1408093329.fzkjxy.com
0.0.0.0	1408093521.fzkjxy.com
0.0.0.0	1408093589.fzkjxy.com
0.0.0.0	1408093617.fzkjxy.com
0.0.0.0	1408093760.fzkjxy.com
0.0.0.0	1408093968.fzkjxy.com
0.0.0.0	1408094450.fzkjxy.com
0.0.0.0	1408094847.fzkjxy.com
0.0.0.0	1408095044.fzkjxy.com
0.0.0.0	1408095127.fzkjxy.com
0.0.0.0	1408095162.fzkjxy.com
0.0.0.0	1408095199.fzkjxy.com
0.0.0.0	1408095328.fzkjxy.com
0.0.0.0	1408095371.fzkjxy.com
0.0.0.0	1408095396.fzkjxy.com
0.0.0.0	1408095536.fzkjxy.com
0.0.0.0	1408095657.fzkjxy.com
0.0.0.0	1408095668.fzkjxy.com
0.0.0.0	1408095731.fzkjxy.com
0.0.0.0	1408095736.fzkjxy.com
0.0.0.0	1408095755.fzkjxy.com
0.0.0.0	1408095785.fzkjxy.com
0.0.0.0	1408095964.fzkjxy.com
0.0.0.0	1408096202.fzkjxy.com
0.0.0.0	1408096506.fzkjxy.com
0.0.0.0	1408096616.fzkjxy.com
0.0.0.0	1408096644.fzkjxy.com
0.0.0.0	1408096669.fzkjxy.com
0.0.0.0	1408096740.fzkjxy.com
0.0.0.0	1408106371.fzkjxy.com
0.0.0.0	1408123459.hnliyin.com
0.0.0.0	1408135093.hnliyin.com
0.0.0.0	1408135832.hnliyin.com
0.0.0.0	1408135842.hnliyin.com
0.0.0.0	1408137864.hnliyin.com
0.0.0.0	1408137881.hnliyin.com
0.0.0.0	1408138242.hnliyin.com
0.0.0.0	1408139415.hnliyin.com
0.0.0.0	1408149685.hnliyin.com
0.0.0.0	1408149701.hnliyin.com
0.0.0.0	1408155156.hnliyin.com
0.0.0.0	1408155170.hnliyin.com
0.0.0.0	1408157779.hnliyin.com
0.0.0.0	1408159143.hnliyin.com
0.0.0.0	1408161495.hnliyin.com
0.0.0.0	1408166598.hnliyin.com
0.0.0.0	1408166613.hnliyin.com
0.0.0.0	1408166618.hnliyin.com
0.0.0.0	1408167207.hnliyin.com
0.0.0.0	1408170289.hnliyin.com
0.0.0.0	1408190807.hnliyin.com
0.0.0.0	1408201050.hnliyin.com
0.0.0.0	1408669212.fzkjxy.com
0.0.0.0	1408694028.fzkjxy.com
0.0.0.0	1408725495.hnliyin.com
0.0.0.0	1408725748.hnliyin.com
0.0.0.0	1408725829.hnliyin.com
0.0.0.0	1408725832.hnliyin.com
0.0.0.0	1408725866.hnliyin.com
0.0.0.0	1408750487.hnliyin.com
0.0.0.0	1408772652.hnliyin.com
0.0.0.0	1408773150.hnliyin.com
0.0.0.0	1408773227.hnliyin.com
0.0.0.0	1408780823.hnliyin.com
0.0.0.0	1408793369.hnliyin.com
0.0.0.0	1408793376.hnliyin.com
0.0.0.0 1409084329.xiaoyiwan.com
0.0.0.0	1409277540.fzkjxy.com
0.0.0.0	1409283829.fzkjxy.com
0.0.0.0	1409296380.fzkjxy.com
0.0.0.0	1409300515.fzkjxy.com
0.0.0.0	1409311819.fzkjxy.com
0.0.0.0	1409314925.fzkjxy.com
0.0.0.0	1409318268.fzkjxy.com
0.0.0.0	1409325588.fzkjxy.com
0.0.0.0	1409326777.fzkjxy.com
0.0.0.0	1409335279.hnliyin.com
0.0.0.0	1409361538.hnliyin.com
0.0.0.0	1409385456.hnliyin.com
0.0.0.0	1409390096.hnliyin.com
0.0.0.0	1409397799.hnliyin.com
0.0.0.0	1409400281.hnliyin.com
0.0.0.0	1409401825.hnliyin.com
0.0.0.0	1409405550.hnliyin.com
0.0.0.0	1409405567.hnliyin.com
0.0.0.0 140.95.103.97.cfl.res.rr.com
0.0.0.0	1409668664.liulanwangye.com
0.0.0.0	1409671723.liulanwangye.com
0.0.0.0	1409760081.notentop.com
0.0.0.0	1409760090.notentop.com
0.0.0.0	1409761965.notentop.com
0.0.0.0	1409761979.notentop.com
0.0.0.0	1409762275.notentop.com
0.0.0.0	1409765337.notentop.com
0.0.0.0	1409765419.notentop.com
0.0.0.0	1409765845.notentop.com
0.0.0.0	1409771566.notentop.com
0.0.0.0	1409773177.notentop.com
0.0.0.0	1409773300.notentop.com
0.0.0.0	1409773890.notentop.com
0.0.0.0	1409774353.notentop.com
0.0.0.0	1409774574.notentop.com
0.0.0.0	1409775869.notentop.com
0.0.0.0	1409776303.notentop.com
0.0.0.0	1409776652.notentop.com
0.0.0.0	1409777142.notentop.com
0.0.0.0	1409778931.notentop.com
0.0.0.0	1409779732.notentop.com
0.0.0.0	1409781147.notentop.com
0.0.0.0	1409784650.notentop.com
0.0.0.0	1409785431.notentop.com
0.0.0.0	1409785740.notentop.com
0.0.0.0	1409786684.notentop.com
0.0.0.0	1409786768.notentop.com
0.0.0.0	1409786896.notentop.com
0.0.0.0	1409786935.notentop.com
0.0.0.0	1409787476.notentop.com
0.0.0.0	1409787524.notentop.com
0.0.0.0	1409787531.notentop.com
0.0.0.0	1409787542.notentop.com
0.0.0.0	1409787718.notentop.com
0.0.0.0	1409787747.notentop.com
0.0.0.0	1409787762.notentop.com
0.0.0.0	1409788134.notentop.com
0.0.0.0	1409788324.notentop.com
0.0.0.0	1409788353.notentop.com
0.0.0.0	1409788525.notentop.com
0.0.0.0	1409788747.notentop.com
0.0.0.0	1409788852.notentop.com
0.0.0.0	1409789247.notentop.com
0.0.0.0	1409789455.notentop.com
0.0.0.0	1409789584.notentop.com
0.0.0.0	1409790276.notentop.com
0.0.0.0	1409790485.notentop.com
0.0.0.0	1409790774.notentop.com
0.0.0.0	1409790816.notentop.com
0.0.0.0	1409790906.notentop.com
0.0.0.0	1409791225.notentop.com
0.0.0.0	1409791328.notentop.com
0.0.0.0	1409791378.notentop.com
0.0.0.0	1409791445.notentop.com
0.0.0.0	1409791555.notentop.com
0.0.0.0	1409791587.notentop.com
0.0.0.0	1409791801.notentop.com
0.0.0.0	1409791839.notentop.com
0.0.0.0	1409791853.notentop.com
0.0.0.0	1409792078.notentop.com
0.0.0.0	1409792167.notentop.com
0.0.0.0	1409797038.notentop.com
0.0.0.0	1409798275.notentop.com
0.0.0.0	14097.web-option-binary.com
0.0.0.0	1409803116.notentop.com
0.0.0.0	1409803840.notentop.com
0.0.0.0	1409805324.notentop.com
0.0.0.0	1409805655.notentop.com
0.0.0.0	1409808727.notentop.com
0.0.0.0	1409809998.notentop.com
0.0.0.0	1409810437.notentop.com
0.0.0.0	1409810889.notentop.com
0.0.0.0	1409811408.notentop.com
0.0.0.0	1409811637.notentop.com
0.0.0.0	1409811768.notentop.com
0.0.0.0	1409811816.notentop.com
0.0.0.0	1409811841.notentop.com
0.0.0.0	1409812038.notentop.com
0.0.0.0	1409812069.notentop.com
0.0.0.0	1409812243.notentop.com
0.0.0.0	1409812277.notentop.com
0.0.0.0	1409812403.notentop.com
0.0.0.0	1409812511.notentop.com
0.0.0.0	1409812555.notentop.com
0.0.0.0	1409812595.notentop.com
0.0.0.0	1409812659.notentop.com
0.0.0.0	1409812746.notentop.com
0.0.0.0	1409812749.notentop.com
0.0.0.0	1409814311.notentop.com
0.0.0.0	1409814663.notentop.com
0.0.0.0	1409817632.notentop.com
0.0.0.0	1409818828.notentop.com
0.0.0.0	1409819342.notentop.com
0.0.0.0	1409819445.notentop.com
0.0.0.0	1409819513.notentop.com
0.0.0.0	1409819531.notentop.com
0.0.0.0	1409819579.notentop.com
0.0.0.0	1409819627.notentop.com
0.0.0.0	1409819701.notentop.com
0.0.0.0	1409819801.notentop.com
0.0.0.0	1409819870.notentop.com
0.0.0.0	1409819932.notentop.com
0.0.0.0	1409820040.notentop.com
0.0.0.0	1409820145.notentop.com
0.0.0.0	1409820178.notentop.com
0.0.0.0	1409820445.notentop.com
0.0.0.0	1409821191.notentop.com
0.0.0.0	1409821478.notentop.com
0.0.0.0	1409821816.notentop.com
0.0.0.0	1409822109.notentop.com
0.0.0.0	1409822194.notentop.com
0.0.0.0	1409822744.notentop.com
0.0.0.0	1409823515.notentop.com
0.0.0.0	1409823599.notentop.com
0.0.0.0	1409823816.notentop.com
0.0.0.0	1409823821.notentop.com
0.0.0.0	1409824658.notentop.com
0.0.0.0	1409825031.notentop.com
0.0.0.0	1409825033.notentop.com
0.0.0.0	1409825048.notentop.com
0.0.0.0	1409825437.notentop.com
0.0.0.0	1409825441.notentop.com
0.0.0.0	1409825707.notentop.com
0.0.0.0	1409825727.notentop.com
0.0.0.0	1409825777.notentop.com
0.0.0.0	1409825972.notentop.com
0.0.0.0	1409825973.notentop.com
0.0.0.0	1409825976.notentop.com
0.0.0.0	1409825977.notentop.com
0.0.0.0	1409825978.notentop.com
0.0.0.0	1409826194.notentop.com
0.0.0.0	1409826197.notentop.com
0.0.0.0	1409826203.notentop.com
0.0.0.0	1409826238.notentop.com
0.0.0.0	1409826381.notentop.com
0.0.0.0	1409826382.notentop.com
0.0.0.0	1409826385.notentop.com
0.0.0.0	1409826389.notentop.com
0.0.0.0	1409826391.notentop.com
0.0.0.0	1409826400.notentop.com
0.0.0.0	1409826401.notentop.com
0.0.0.0	1409826573.notentop.com
0.0.0.0	1409826644.notentop.com
0.0.0.0	1409826774.notentop.com
0.0.0.0	1409830471.notentop.com
0.0.0.0	1409830873.notentop.com
0.0.0.0	1409832628.notentop.com
0.0.0.0	1409833808.notentop.com
0.0.0.0	1409834260.notentop.com
0.0.0.0	1409834329.notentop.com
0.0.0.0	1409834356.notentop.com
0.0.0.0	1409834439.notentop.com
0.0.0.0	1409834496.notentop.com
0.0.0.0	1409834583.notentop.com
0.0.0.0	1409834591.notentop.com
0.0.0.0	1409834706.notentop.com
0.0.0.0	1409834709.notentop.com
0.0.0.0	1409835052.notentop.com
0.0.0.0	1409835416.notentop.com
0.0.0.0	1409835633.notentop.com
0.0.0.0	1409841875.notentop.com
0.0.0.0	1409841881.notentop.com
0.0.0.0	1409858369.fzkjxy.com
0.0.0.0	1409859564.fzkjxy.com
0.0.0.0	1409865925.fzkjxy.com
0.0.0.0	1409867767.fzkjxy.com
0.0.0.0	1409894448.fzkjxy.com
0.0.0.0	1409894472.fzkjxy.com
0.0.0.0 140.a38q.cn
0.0.0.0	140-beauty.com-302.net
0.0.0.0	140-beauty.com-x8h.net
0.0.0.0 140cc.v.fwmrm.net
0.0.0.0	140cc.v.fwmrm.net
0.0.0.0	140-diet.com-x8h.net
0.0.0.0	140-fitness.com-me5.net
0.0.0.0	140-fitness.com-x8h.net
0.0.0.0 140game.com
0.0.0.0	140-healthandbeauty.com-me5.net
0.0.0.0	140-healthandbeauty.com-x8h.net
0.0.0.0	140-health.com-4d8.net
0.0.0.0	140-health.com-me5.net
0.0.0.0 140proof.com
0.0.0.0	140proof.com
0.0.0.0 140.red-88-30-5.staticip.rima-tde.net
0.0.0.0	140-weightloss.com-me5.net
0.0.0.0	140-weightloss.com-swd.net
0.0.0.0 14-107-133-95.pool.ukrtel.net
0.0.0.0 141-163-133-95.pool.ukrtel.net
0.0.0.0	141-211-31-118.bus.umich.edu
0.0.0.0	1412173.fls.doubleclick.net
0.0.0.0 141-24.dedicado.com.uy
0.0.0.0	14124.trustedremedyeshop.ru
0.0.0.0 141320960-6.easypotent.co.vu
0.0.0.0 141481-333.popunder.loading-delivery2.com
0.0.0.0 14151113.mobi
0.0.0.0 1416302697.qiushibaikeba.com
0.0.0.0 14166.luxsummersale.ru
0.0.0.0 141.6.87.194.dynamic.dol.ru
0.0.0.0	141.6.87.194.dynamic.dol.ru
0.0.0.0 141-8-143-188.spider.yandex.com
0.0.0.0 1418205298.soaringjiayuguan.com
0.0.0.0 14-185.031.popsite.net
0.0.0.0	1419191240333.usercash.com
0.0.0.0 141-9-207-82.pool.ukrtel.net
0.0.0.0 14-195.190.popsite.net
0.0.0.0 14.197.forpsi.net
0.0.0.0 14198.com
0.0.0.0	141aa.voluumtrk.com
0.0.0.0	141-beauty.com-me5.net
0.0.0.0	141-beauty.com-x8h.net
0.0.0.0	141-diet.com-93d.net
0.0.0.0	141-diet.com-cst.net
0.0.0.0	141-diet.com-x8h.net
0.0.0.0	141-fitness.com-4rd.net
0.0.0.0	141-fitness.com-me5.net
0.0.0.0	141-fitness.com-x8h.net
0.0.0.0	141-healthandbeauty.com-4d8.net
0.0.0.0	141-healthandbeauty.com-me5.net
0.0.0.0	141-healthandbeauty.com-x8h.net
0.0.0.0	141-health.com-d8i.net
0.0.0.0	141-health.com-me5.net
0.0.0.0	141-health.com-x8h.net
0.0.0.0 141.red-88-25-142.staticip.rima-tde.net
0.0.0.0	141tabl.ch.vu
0.0.0.0	141-weightloss.com-662.net
0.0.0.0	141-weightloss.com-wj5.net
0.0.0.0	141-weightloss.com-x8h.net
0.0.0.0 1420.gamecatalog.in
0.0.0.0 142-138-112-92.pool.ukrtel.net
0.0.0.0 142-154-16-190.fibertel.com.ar
0.0.0.0 142-162-132-95.pool.ukrtel.net
0.0.0.0 142.182-31-94.telenet.ru
0.0.0.0 142-217-2-233.telebecinternet.net
0.0.0.0 142-217-36-201.telebecinternet.net
0.0.0.0 142.251.100.220.dy.bbexcite.jp
0.0.0.0 14228.hittail.com
0.0.0.0 142.30.33.65.cfl.res.rr.com
0.0.0.0 14-235-124-91.pool.ukrtel.net
0.0.0.0 142-36.asparuhovo.net
0.0.0.0	142-4-27-121.unifiedlayer.com
0.0.0.0	14249.web-option-binary.com
0.0.0.0 142501655.log.optimizely.com
0.0.0.0 142.54.177.58
0.0.0.0 142.54.180.85
0.0.0.0 142.6.87.194.dynamic.dol.ru
0.0.0.0	142.6.87.194.dynamic.dol.ru
0.0.0.0 142.69-247-81.adsl-dyn.isp.belgacom.be
0.0.0.0	14275e12.medicmqwp.ru
0.0.0.0	14295b3ff25b3aa7560f427f43ebf32b.co.cc
0.0.0.0	14295b3ff25b3aa7560f427f43ebf32b.cz.cc
0.0.0.0 14.29ec54.tvnetwork.hu
0.0.0.0	142-beauty.com-me5.net
0.0.0.0	142-beauty.com-x8h.net
0.0.0.0	142.c.distralytics.com
0.0.0.0	142-diet.com-me5.net
0.0.0.0	142-diet.com-pr5.net
0.0.0.0	142-diet.com-x8h.net
0.0.0.0	142-fitness.com-x8h.net
0.0.0.0	142-healthandbeauty.com-me5.net
0.0.0.0	142-health.com-2xe.net
0.0.0.0	142-health.com-b5v.net
0.0.0.0	142-health.com-me5.net
0.0.0.0	142-health.com-x8h.net
0.0.0.0 142pc202.sshunet.nl
0.0.0.0	142.red-79-155-21.dynamicip.rima-tde.net
0.0.0.0 142.sub-70-213-192.myvzw.com
0.0.0.0 142.sub-75-193-253.myvzw.com
0.0.0.0	142-weightloss.com-x8h.net
0.0.0.0 143-143.207-68.elmore.res.rr.com
0.0.0.0 143-147-135-95.pool.ukrtel.net
0.0.0.0 143-225.dr.cgocable.ca
0.0.0.0 143.32.broadband5.iol.cz
0.0.0.0	14347.web-option-binary.com
0.0.0.0 1435575.fls.doubleclick.net
0.0.0.0	1435575.fls.doubleclick.net
0.0.0.0 143.6.87.194.dynamic.dol.ru
0.0.0.0	143.6.87.194.dynamic.dol.ru
0.0.0.0	1437233195.newaidpurchase.ru
0.0.0.0	1437797883525.usercash.com
0.0.0.0 1438791.cdntt.bidvertiser.com
0.0.0.0 143881-10558.popunder.loading-delivery2.com
0.0.0.0 1-43-99-58-t-cltv.tinp.net.tw
0.0.0.0 143alamosprings.com
0.0.0.0	143-beauty.com-x8h.net
0.0.0.0 143buchanan.com
0.0.0.0 143cookinggames.com
0.0.0.0	143-diet.com-me5.net
0.0.0.0	143-diet.com-t0p.net
0.0.0.0	143-diet.com-x8h.net
0.0.0.0	143-fitness.com-mwy.net
0.0.0.0	143-fitness.com-oo4.net
0.0.0.0 143fuck.com
0.0.0.0	143fuck.com
0.0.0.0	143-healthandbeauty.com-me5.net
0.0.0.0	143-healthandbeauty.com-x8h.net
0.0.0.0	143-health.com-me5.net
0.0.0.0	143-health.com-wj5.net
0.0.0.0	143hf.net
0.0.0.0	143like.tk
0.0.0.0	143medicines.de.vu
0.0.0.0	143net.tk
0.0.0.0 143.red-80-39-45.staticip.rima-tde.net
0.0.0.0 143.red-88-30-17.staticip.rima-tde.net
0.0.0.0 143.sub-70-211-102.myvzw.com
0.0.0.0 143.sub-75-195-29.myvzw.com
0.0.0.0 143.sub-75-213-207.myvzw.com
0.0.0.0 143.sub-75-236-211.myvzw.com
0.0.0.0	143-weightloss.com-me5.net
0.0.0.0	143-weightloss.com-x8h.net
0.0.0.0	14405.web-option-binary.com
0.0.0.0 144.110.151.202.cc9.ne.jp
0.0.0.0 144-123-242-80-stat.customer.blic.net
0.0.0.0 144.130-62-69.ftth.swbr.surewest.net
0.0.0.0	14413.web-option-binary.com
0.0.0.0 144-161-113-92.pool.ukrtel.net
0.0.0.0 144-239.200-68.tampabay.res.rr.com
0.0.0.0	1443.kontosicherheit.gdn
0.0.0.0 144-42-179-94.pool.ukrtel.net
0.0.0.0 144.50.233.72.static.reverse.ltdomains.com
0.0.0.0	14451.web-option-binary.com
0.0.0.0 144.6.87.194.dynamic.dol.ru
0.0.0.0	144.6.87.194.dynamic.dol.ru
0.0.0.0 144.74.208.203.cable.dyn.bal.ncable.com.au
0.0.0.0 14477-296979.link.iwanttodeliver.com
0.0.0.0	144789-deutschland-nutzung-mitteilung-validierung.hilfeservice-sicherheitssystem.tk
0.0.0.0	14494.web-option-binary.com
0.0.0.0	144a64.eas.earnmoneywithken.com
0.0.0.0	144automotive.com
0.0.0.0	144-beauty.com-me5.net
0.0.0.0	144br.cauction.hop.clickbank.net
0.0.0.0	144-diet.com-x8h.net
0.0.0.0	144-fitness.com-me5.net
0.0.0.0	144-healthandbeauty.com-me5.net
0.0.0.0	144-health.com-b5v.net
0.0.0.0	144-health.com-x8h.net
0.0.0.0 144.ib.adnxs.com
0.0.0.0	144pills.gotech.tk
0.0.0.0 144.red-88-31-70.staticip.rima-tde.net
0.0.0.0 144.sub-75-219-195.myvzw.com
0.0.0.0 144.sub-75-249-75.myvzw.com
0.0.0.0 144u4as18u27h1rhmbv01eul0kh.net
0.0.0.0	144-weightloss.com-me5.net
0.0.0.0	144-weightloss.com-w91.net
0.0.0.0	144-weightloss.com-x8h.net
0.0.0.0	1450056.info
0.0.0.0	14501.netpro99.hop.clickbank.net
0.0.0.0 145-116-224-213.uilenstede.casema.nl
0.0.0.0 145-116-225-52.uilenstede.casema.nl
0.0.0.0 145-116-229-130.uilenstede.casema.nl
0.0.0.0 145-118-113-190.fttx.bbned.nl
0.0.0.0 145.172.36.72.static.reverse.ltdomains.com
0.0.0.0 1452306.fls.doubleclick.net
0.0.0.0 145.236.228.89
0.0.0.0	145314.sicherheitssl-now.gdn
0.0.0.0 145.50.233.72.static.reverse.ltdomains.com
0.0.0.0 1455539.fls.doubleclick.net
0.0.0.0	1455860141.rsc.cdn77.org
0.0.0.0 145601-4902.popunder.loading-delivery2.com
0.0.0.0 1456083743.log.optimizely.com
0.0.0.0	145614.onlinedienst.gdn
0.0.0.0	14563756768429852267653.win
0.0.0.0 145639-4902.link.iwanttodeliver.com
0.0.0.0 145.6.87.194.dynamic.dol.ru
0.0.0.0	145.6.87.194.dynamic.dol.ru
0.0.0.0 145.69-93-33.reverse.theplanet.com
0.0.0.0 145699-4902.popunder.loading-delivery2.com
0.0.0.0 1456.org
0.0.0.0 145709-4902.popunder.loading-delivery2.com
0.0.0.0 145.70.dialup.westcall.net
0.0.0.0 145711-4902.link.iwanttodeliver.com
0.0.0.0	14572.web-option-binary.com
0.0.0.0 14573-230273.link.iwanttodeliver.com
0.0.0.0 14573-230275.link.iwanttodeliver.com
0.0.0.0 14573-230285.link.iwanttodeliver.com
0.0.0.0 14573-255259.link.iwanttodeliver.com
0.0.0.0 14573-262859.link.iwanttodeliver.com
0.0.0.0 14573-265619.link.iwanttodeliver.com
0.0.0.0	14574.web-option-binary.com
0.0.0.0 145-98.kg.ftth.internl.net
0.0.0.0	145-beauty.com-x8h.net
0.0.0.0 145-ct.c3tag.com
0.0.0.0	145-diet.com-me5.net
0.0.0.0 145-events.olark.com
0.0.0.0	145-fitness.com-me5.net
0.0.0.0	145-fitness.com-vli.net
0.0.0.0	145-health.com-i4b.net
0.0.0.0	145-health.com-me5.net
0.0.0.0	145-health.com-x8h.net
0.0.0.0 1.45.in-addr.arpa
0.0.0.0	145kkd.tem.ejtm.com
0.0.0.0	145-weightloss.com-5h9.net
0.0.0.0	145-weightloss.com-me5.net
0.0.0.0	145-weightloss.oxbto.com
0.0.0.0 146.116.48.60.brf04-home.tm.net.my
0.0.0.0 146.124.119.70.cfl.res.rr.com
0.0.0.0 146-135.dr.cgocable.ca
0.0.0.0	14613.web-option-binary.com
0.0.0.0 146-155-112-92.pool.ukrtel.net
0.0.0.0 1461770374.rsc.cdn77.org
0.0.0.0 146.202-63-131.unknown.qala.com.sg
0.0.0.0 146.203-224-87.telenet.ru
0.0.0.0 1462b.v.fwmrm.net
0.0.0.0 146460.com
0.0.0.0	146486.genericbestinc.ru
0.0.0.0	146510-germany-gast-sicherheit-account.hilfeservice-sicherheitssystem.ga
0.0.0.0	146563.aspents.tw
0.0.0.0 146.6.87.194.dynamic.dol.ru
0.0.0.0	146.6.87.194.dynamic.dol.ru
0.0.0.0	14684.web-option-binary.com
0.0.0.0 14.6.87.194.dynamic.dol.ru
0.0.0.0	14.6.87.194.dynamic.dol.ru
0.0.0.0	146902-deu-gast-sicher-benutzer.sicherheitsvorbeugung-vorbeugung.ml
0.0.0.0	14693.web-option-binary.com
0.0.0.0	146-beauty.com-4us.net
0.0.0.0	146-beauty.com-me5.net
0.0.0.0 146d60af.pw
0.0.0.0	146-diet.com-me5.net
0.0.0.0	146-diet.com-x8h.net
0.0.0.0	146-fitness.com-me5.net
0.0.0.0	146-fitness.com-x8h.net
0.0.0.0	146-healthandbeauty.com-me5.net
0.0.0.0	146-healthandbeauty.com-x8h.net
0.0.0.0	146-health.com-6dy.net
0.0.0.0	146-health.com-me5.net
0.0.0.0 146ixiaoyouqp.com
0.0.0.0 146.los-angeles-11rh16rt-12rh15rt.ca.dial-access.att.net
